image_path,split,article_id,is_clothing,color_group,fabric_group,color_label,fabric_label,pattern_flag,h,s,v,clothing_label,wash_temp_c,wash_cycle,spin_rpm,wash_notes,wash_cycle_label,color_label_train,fabric_label_train,wash_cycle_label_train
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0744817001_0.jpg,train,744817001,1,LIGHT,COTTON,0.0,0.0,0,0.0888351625656679,0.0641368333397227,0.8823428953401162,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0733253006_0.jpg,train,733253006,1,DARK,COTTON,1.0,0.0,0,0.5814267452762101,0.2709745426812508,0.2892633225339978,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0682254003_0.jpg,train,682254003,0,,,,,0,0.6176994808222367,0.0195437679909618,0.6938246965582948,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0719678003_0.jpg,train,719678003,1,COLORFUL,COTTON,2.0,0.0,1,0.2088069774735116,0.0790405935497483,0.8182916484611269,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0750055008_0.jpg,train,750055008,1,COLORFUL,COTTON,2.0,0.0,1,0.3850494351764575,0.029309310322541,0.8504698599390395,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0714084003_0.jpg,train,714084003,0,,,,,0,0.4202293173168915,0.0933705768651985,0.4688366504324222,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0697186001_0.jpg,train,697186001,0,,,,,0,0.1880956725927429,0.0115607636135291,0.88243049873563,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0738813004_0.jpg,train,738813004,0,,,,,0,0.473604853246019,0.0705138838266915,0.3089109003017256,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0755093001_0.jpg,train,755093001,0,,,,,0,0.6032252747151545,0.2478542357002352,0.3858740809826031,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0664024006_0.jpg,train,664024006,1,COLOR,COTTON,3.0,0.0,0,0.4044263932382295,0.0107867970376739,0.6485358931613519,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with similar colors.,1.0,3,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0684021030_0.jpg,train,684021030,1,COLORFUL,COTTON,2.0,0.0,1,0.5766325588148892,0.5879049529201041,0.6752238145472802,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0726115002_0.jpg,train,726115002,1,COLORFUL,COTTON,2.0,0.0,1,0.8389207460077452,0.325730116375733,0.2380009747002986,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0731146004_0.jpg,train,731146004,1,DARK,COTTON,1.0,0.0,0,0.0539969036453371,0.3341353062581099,0.3521211613806372,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0739702001_0.jpg,train,739702001,1,COLORFUL,COTTON,2.0,0.0,1,0.5420523582559178,0.0573297289787555,0.9124854046458496,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0673214007_0.jpg,train,673214007,1,COLORFUL,COTTON,2.0,0.0,1,0.6497703272948989,0.0179633152420204,0.7843872198191093,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0689340001_0.jpg,train,689340001,1,COLOR,COTTON,3.0,0.0,0,0.2516934662739732,0.3817430187634837,0.629269358709962,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with similar colors.,1.0,3,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0722224001_0.jpg,train,722224001,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.8510899150654248,0.5310947707265397,0.2926987661846851,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743995002_0.jpg,train,743995002,1,LIGHT,SYNTHETIC,0.0,4.0,0,0.3882664253337657,0.1481655862835738,0.9091576723876642,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with light colors.,3.0,0,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0739673004_0.jpg,train,739673004,1,COLORFUL,COTTON,2.0,0.0,1,0.4239674701844181,0.5422679789049137,0.4861917045228665,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0714345007_0.jpg,train,714345007,1,COLORFUL,COTTON,2.0,0.0,1,0.5543111627624557,0.0892775634424137,0.8288832822399854,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0693651003_0.jpg,train,693651003,0,,,,,0,0.277427677179827,0.1025153689366107,0.8098147026621518,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0718076043_0.jpg,train,718076043,1,COLORFUL,COTTON,2.0,0.0,1,0.365409692838091,0.455964721925966,0.8840427841787459,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0670334003_0.jpg,train,670334003,1,DARK,COTTON,1.0,0.0,0,0.6099596468989675,0.2975831971097184,0.300169472573998,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0664254003_0.jpg,train,664254003,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.5100416554327121,0.2125157152689751,0.2868949200197619,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0749699008_0.jpg,train,749699008,1,LIGHT,SYNTHETIC,0.0,4.0,0,0.0521810379457392,0.1387108057246311,0.8401644932891941,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with light colors.,3.0,0,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0693607008_0.jpg,train,693607008,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.5489521112264397,0.1907528575332194,0.8141680655971868,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0738293001_0.jpg,train,738293001,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.1302890176796954,0.3040797434986548,0.9114849068537296,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0708251001_0.jpg,train,708251001,1,COLORFUL,COTTON,2.0,0.0,1,0.6275547799419873,0.0217680227495542,0.9204843605912174,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0757905007_0.jpg,train,757905007,0,,,,,0,0.1030196788819908,0.192291303137237,0.6788289517412522,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0713194002_0.jpg,train,713194002,1,DARK,COTTON,1.0,0.0,0,0.8539554871182892,0.1360986354076537,0.1802720062919434,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0734140001_0.jpg,train,734140001,1,COLOR,WOOL,3.0,2.0,0,0.0727123496814291,0.4366796526675249,0.6590583547795177,1,30.0,wool,600.0,Use wool detergent if possible. Do not tumble dry. Wash with similar colors.,4.0,3,2,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0678896001_0.jpg,train,678896001,0,,,,,0,0.5849007162766333,0.1136383162897554,0.298642630881119,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0678490001_0.jpg,train,678490001,1,COLORFUL,COTTON,2.0,0.0,1,0.6282886103022652,0.0165126377927856,0.8762269335757082,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0716736002_0.jpg,train,716736002,1,COLORFUL,COTTON,2.0,0.0,1,0.1785887508709898,0.3389022220748859,0.6201282138281385,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0733253008_0.jpg,train,733253008,1,COLOR,COTTON,3.0,0.0,0,0.092315762547603,0.2519792055703393,0.7128959074984778,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with similar colors.,1.0,3,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0751793013_0.jpg,train,751793013,1,COLORFUL,COTTON,2.0,0.0,1,0.2633079809321977,0.1178422142828878,0.8493010952724944,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0747433001_0.jpg,train,747433001,1,COLORFUL,COTTON,2.0,0.0,1,0.5497863483012334,0.2327750061272791,0.3792573855535011,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0744296001_0.jpg,train,744296001,1,COLORFUL,COTTON,2.0,0.0,1,0.536597147066604,0.3180150196207421,0.4249873229159675,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0711464008_0.jpg,train,711464008,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.620051911307436,0.1342779172915537,0.3664285159698011,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0694225001_0.jpg,train,694225001,1,COLORFUL,COTTON,2.0,0.0,1,0.8295527656338977,0.4808611194058723,0.407016418873809,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0750694004_0.jpg,train,750694004,1,LIGHT,SYNTHETIC,0.0,4.0,0,0.0338140287339462,0.1864660565230037,0.8630258678895188,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with light colors.,3.0,0,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0695807001_0.jpg,train,695807001,1,DARK,COTTON,1.0,0.0,0,0.1204157017393478,0.3337347620656778,0.4582730222159625,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0696356004_0.jpg,train,696356004,0,,,,,0,0.3709268722070694,0.0328049442951394,0.8355432929711242,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0711593005_0.jpg,train,711593005,1,LIGHT,WOOL,0.0,2.0,0,0.1275053289549511,0.0742771640519033,0.8899852145077602,1,20.0,wool,600.0,Use wool detergent if possible. Do not tumble dry. Wash with light colors.,4.0,0,2,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0677236002_0.jpg,train,677236002,1,LIGHT,WOOL,0.0,2.0,0,0.0657150381050654,0.2502590585998683,0.7764265604291722,1,20.0,wool,600.0,Use wool detergent if possible. Do not tumble dry. Wash with light colors.,4.0,0,2,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0746087004_0.jpg,train,746087004,1,DARK,SYNTHETIC,1.0,4.0,0,0.8507810255542259,0.1700098253599342,0.1576198258230761,1,30.0,quick,800.0,Use easy-care / anti-crease program if available. Wash with similar dark colors. Use color-care detergent.,3.0,1,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0702237001_0.jpg,train,702237001,1,COLORFUL,COTTON,2.0,0.0,1,0.6466858790310621,0.1210456900380513,0.3185984941496826,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0668213001_0.jpg,train,668213001,1,LIGHT,COTTON,0.0,0.0,0,0.4891525268554687,0.0076244256784771,0.9231194037092793,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0671326002_0.jpg,train,671326002,1,DARK,WOOL,1.0,2.0,0,0.8121960109114528,0.0267358712164343,0.3635560360153249,1,20.0,wool,600.0,Use wool detergent if possible. Do not tumble dry. Wash with similar dark colors. Use color-care detergent.,4.0,1,2,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0758859001_0.jpg,train,758859001,0,,,,,0,0.4466426530010352,0.0380843211098287,0.2658669918838541,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0676267002_0.jpg,train,676267002,1,COLORFUL,COTTON,2.0,0.0,1,0.6594843504311089,0.5457478369388097,0.848953076018006,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0734851001_0.jpg,train,734851001,1,COLORFUL,COTTON,2.0,0.0,1,0.5263081003791776,0.1710925838156433,0.6013358367677029,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0688464044_0.jpg,train,688464044,1,LIGHT,COTTON,0.0,0.0,0,0.5650813511791729,0.2235693454270333,0.8444084707225556,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0717779005_0.jpg,train,717779005,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.4154160076801725,0.2448385791310814,0.5753200277981705,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0687398001_0.jpg,train,687398001,0,,,,,0,0.2102274890998989,0.1924416786265544,0.8079089695174844,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0759974003_0.jpg,train,759974003,1,LIGHT,COTTON,0.0,0.0,0,0.0537946328511074,0.1681681834402111,0.832214844176633,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0697935002_0.jpg,train,697935002,1,COLOR,COTTON,3.0,0.0,0,0.075640401425057,0.4863998132144052,0.6058924271856085,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with similar colors.,1.0,3,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0683045001_0.jpg,train,683045001,1,COLOR,SYNTHETIC,3.0,4.0,0,0.7310058193859021,0.4904799725299791,0.7206318138250936,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with similar colors.,3.0,3,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0667307002_0.jpg,train,667307002,1,DARK,COTTON,1.0,0.0,0,0.5983977988392519,0.1727010406520691,0.0856722985087401,1,30.0,normal,800.0,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1.0,1,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0737340001_0.jpg,train,737340001,1,COLORFUL,SYNTHETIC,2.0,4.0,1,0.282821484165936,0.1677157581532594,0.4068208640055673,1,30.0,quick,900.0,Use easy-care / anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3.0,2,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0758731002_0.jpg,train,758731002,1,COLORFUL,COTTON,2.0,0.0,1,0.256678626094361,0.0779920948867866,0.7959245352421931,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0757903029_0.jpg,train,757903029,0,,,,,0,0.6029917810128134,0.0740658394042631,0.7471861728636213,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0695973001_0.jpg,train,695973001,1,COLORFUL,COTTON,2.0,0.0,1,0.5699831551431955,0.3478382447514673,0.4787375132186753,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0744224001_0.jpg,train,744224001,1,LIGHT,COTTON,0.0,0.0,0,0.6508854580029207,0.2453632798155788,0.9089721733944316,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0715859001_0.jpg,train,715859001,0,,,,,0,0.5593327961011912,0.0280806005112056,0.7451662701678288,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0670674054_0.jpg,train,670674054,1,COLORFUL,COTTON,2.0,0.0,1,0.3720270508523638,0.0938727052753819,0.8154098280647304,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0754039004_0.jpg,train,754039004,1,COLORFUL,COTTON,2.0,0.0,1,0.5275467734707172,0.0761969028032315,0.4667504467736307,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0686826013_0.jpg,train,686826013,1,COLORFUL,COTTON,2.0,0.0,1,0.5938170591058829,0.1278285945288149,0.8380277842225041,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0684021098_0.jpg,train,684021098,1,COLORFUL,COTTON,2.0,0.0,1,0.1234239902742621,0.0698976088895489,0.8427205496936949,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0739348006_0.jpg,train,739348006,1,LIGHT,SYNTHETIC,0.0,4.0,0,0.0434739829961263,0.1445858104662973,0.8387231062733917,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with light colors.,3.0,0,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0676095006_0.jpg,train,676095006,1,LIGHT,COTTON,0.0,0.0,0,0.5361703417500572,0.0620237844985363,0.7642142636873359,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743790002_0.jpg,train,743790002,1,LIGHT,COTTON,0.0,0.0,0,0.0446201658195519,0.2778721068693299,0.7762530290310679,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0710056004_0.jpg,train,710056004,0,,,,,0,0.1661576999773526,0.0955568697704578,0.9006041342145181,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0746083001_0.jpg,train,746083001,1,LIGHT,COTTON,0.0,0.0,0,0.6014155032278952,0.0280910392224988,0.7850739216655711,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0697920035_0.jpg,train,697920035,1,COLORFUL,COTTON,2.0,0.0,1,0.5947321165709439,0.3028760725957392,0.6382786379326717,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0753214011_0.jpg,train,753214011,1,LIGHT,COTTON,0.0,0.0,0,0.1404205672004103,0.0374406391373561,0.9129540588492092,1,30.0,normal,1000.0,Turn inside out if printed or dark. Wash with light colors.,1.0,0,0,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0665507001_0.jpg,train,665507001,1,LIGHT,SYNTHETIC,0.0,4.0,0,0.1606958832563105,0.0168859456454787,0.9150527107158268,1,30.0,quick,1000.0,Use easy-care / anti-crease program if available. Wash with light colors.,3.0,0,4,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0717577002_0.jpg,train,717577002,0,,,,,0,0.163366003268033,0.1444457133117996,0.7914543724691612,0,,,,,,0,0,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0686331003_0.jpg,train,686331003,1,COLORFUL,COTTON,2.0,0.0,1,0.483374636042841,0.2618699064419197,0.5603309982798237,1,30.0,normal,900.0,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1.0,2,0,1
